Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
822,Thứ 2,16/09/2024,,,,Đặc biệt: 597 016 || Giải nhất: 793 345 618 825 || Giải nhì: 074 059 761 353 161 463 || Giải ba: 105 805 915 655 812 061 592 519 768,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-16-09-2024.html,16/09/2024
821,Thứ 6,13/09/2024,,,,Đặc biệt: 546 800 || Giải nhất: 232 158 382 194 || Giải nhì: 222 353 962 400 404 102 494 || Giải ba: 167 209 106 731 327 220 965 789 426,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-13-09-2024.html,13/09/2024
820,Thứ 4,11/09/2024,,,,Đặc biệt: 105 120 363 || Giải nhất: 629 251 702 969 || Giải nhì: 490 547 145 752 449 853 || Giải ba: 142 320 745 993 037 512 279 496 147,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-11-09-2024.html,11/09/2024
819,Thứ 2,09/09/2024,,,,Đặc biệt: 101 952 || Giải nhất: 204 681 011 098 || Giải nhì: 910 760 572 633 750 831 || Giải ba: 175 251 473 613 791 296 670 539 493,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-09-09-2024.html,09/09/2024
818,Thứ 6,06/09/2024,,,,Đặc biệt: 243 902 || Giải nhất: 379 805 723 672 || Giải nhì: 172 906 067 885 486 045 || Giải ba: 111 991 886 350 659 213 151 778 416,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-06-09-2024.html,06/09/2024
817,Thứ 4,04/09/2024,,,,Đặc biệt: 812 143 || Giải nhất: 217 139 206 859 || Giải nhì: 630 553 121 840 620 786 || Giải ba: 280 305 139 900 448 883 587 528,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-04-09-2024.html,04/09/2024
816,Thứ 2,02/09/2024,,,,Đặc biệt: 026 933 || Giải nhất: 891 152 201 526 || Giải nhì: 607 500 919 010 770 186 || Giải ba: 125 922 655 690 271 784 186 545 221,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-02-09-2024.html,02/09/2024
815,Thứ 6,30/08/2024,,,,Đặc biệt: 257 816 || Giải nhất: 038 137 688 222 || Giải nhì: 994 703 164 891 333 167 || Giải ba: 397 844 992 890 143 224 668 850,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-30-08-2024.html,30/08/2024
814,Thứ 4,28/08/2024,,,,Đặc biệt: 606 590 || Giải nhất: 538 838 741 474 || Giải nhì: 618 707 316 088 034 618 || Giải ba: 680 208 448 922 385 703 792 806,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-28-08-2024.html,28/08/2024
813,Thứ 2,26/08/2024,,,,Đặc biệt: 283 417 || Giải nhất: 101 213 130 273 184 || Giải nhì: 115 587 719 369 205 810 290 || Giải ba: 133 816 145 825 913 334 916 559 833,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-26-08-2024.html,26/08/2024
812,Thứ 6,23/08/2024,,,,Đặc biệt: 338 836 || Giải nhất: 249 851 923 789 || Giải nhì: 333 497 273 251 295 290 || Giải ba: 139 935 232 526 599 379 497 775 143,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-23-08-2024.html,23/08/2024
811,Thứ 4,21/08/2024,,,,Đặc biệt: 246 886 || Giải nhất: 435 615 885 850 || Giải nhì: 865 478 154 178 129 027 || Giải ba: 136 929 561 256 649 428 744 545 465,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-21-08-2024.html,21/08/2024
810,Thứ 2,19/08/2024,,,,Đặc biệt: 179 740 || Giải nhất: 319 990 099 949 || Giải nhì: 105 750 084 636 770 867 836 || Giải ba: 126 547 615 314 445 768 488 543 240,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-19-08-2024.html,19/08/2024
809,Thứ 6,16/08/2024,,,,Đặc biệt: 782 772 || Giải nhất: 881 474 666 045 || Giải nhì: 861 055 719 851 026 853 || Giải ba: 102 204 576 256 521 504 911 326 621,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-16-08-2024.html,16/08/2024
808,Thứ 4,14/08/2024,,,,Đặc biệt: 114 282 633 || Giải nhất: 655 256 698 582 || Giải nhì: 977 075 831 211 515 028 || Giải ba: 120 643 386 185 354 465 151 335 552,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-14-08-2024.html,14/08/2024
807,Thứ 2,12/08/2024,,,,Đặc biệt: 140 114 || Giải nhất: 054 218 629 612 || Giải nhì: 704 648 484 117 681 335 || Giải ba: 158 629 125 230 134 401 013 199 690,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-12-08-2024.html,12/08/2024
806,Thứ 6,09/08/2024,,,,Đặc biệt: 481 347 || Giải nhất: 093 842 715 034 || Giải nhì: 887 769 569 569 664 422 || Giải ba: 177 657 375 726 364 554 542 568,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-09-08-2024.html,09/08/2024
805,Thứ 4,07/08/2024,,,,Đặc biệt: 129 728 || Giải nhất: 478 707 769 872 || Giải nhì: 339 007 553 159 277 959 || Giải ba: 135 068 450 016 586 302 252 591 783,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-07-08-2024.html,07/08/2024
804,Thứ 2,05/08/2024,,,,Đặc biệt: 638 793 || Giải nhất: 036 809 431 606 || Giải nhì: 667 634 637 692 222 947 || Giải ba: 125 390 749 596 753 331 542 190 976,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-05-08-2024.html,05/08/2024
803,Thứ 6,02/08/2024,,,,Đặc biệt: 677 066 || Giải nhất: 569 468 004 697 || Giải nhì: 651 944 416 334 535 046 || Giải ba: 619 807 199 774 688 953 923 588,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-02-08-2024.html,02/08/2024
802,Thứ 4,31/07/2024,,,,Đặc biệt: 315 437 || Giải nhất: 145 479 536 337 626 || Giải nhì: 716 942 290 195 216 702 || Giải ba: 957 653 924 120 053 463 672 922,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-31-07-2024.html,31/07/2024
801,Thứ 2,29/07/2024,,,,Đặc biệt: 502 081 || Giải nhất: 616 055 415 459 || Giải nhì: 804 450 755 999 816 823 || Giải ba: 112 705 465 115 764 943 205 832 748,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-29-07-2024.html,29/07/2024
800,Thứ 6,26/07/2024,,,,Đặc biệt: 360 935 || Giải nhất: 887 861 356 650 || Giải nhì: 596 269 165 863 537 091 || Giải ba: 837 373 884 443 659 242 688 026,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-26-07-2024.html,26/07/2024
799,Thứ 4,24/07/2024,,,,Đặc biệt: 662 611 || Giải nhất: 280 163 199 162 || Giải nhì: 489 924 359 326 389 150 || Giải ba: 618 622 928 597 519 808 300 670,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-24-07-2024.html,24/07/2024
798,Thứ 2,22/07/2024,,,,Đặc biệt: 487 484 || Giải nhất: 350 441 296 493 || Giải nhì: 100 151 994 465 412 825 159 || Giải ba: 822 897 939 663 191 814 585 050,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-22-07-2024.html,22/07/2024
797,Thứ 6,19/07/2024,,,,Đặc biệt: 735 400 || Giải nhất: 411 531 310 975 || Giải nhì: 194 229 374 018 765 358 725 || Giải ba: 104 151 945 707 448 546 282 099 270,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-19-07-2024.html,19/07/2024
796,Thứ 4,17/07/2024,,,,Đặc biệt: 918 543 || Giải nhất: 195 052 156 286 || Giải nhì: 104 144 097 952 732 763 830 || Giải ba: 158 425 872 303 349 219 436 006 118,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-17-07-2024.html,17/07/2024
795,Thứ 2,15/07/2024,,,,Đặc biệt: 443 995 || Giải nhất: 328 463 787 466 || Giải nhì: 095 884 933 917 875 972 || Giải ba: 118 631 599 104 304 235 866 807 261,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-15-07-2024.html,15/07/2024
794,Thứ 6,12/07/2024,,,,Đặc biệt: 459 218 || Giải nhất: 471 818 493 293 || Giải nhì: 742 659 284 745 294 904 || Giải ba: 112 706 241 950 536 444 827 763 897,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-12-07-2024.html,12/07/2024
793,Thứ 4,10/07/2024,,,,Đặc biệt: 630 172 || Giải nhất: 985 124 646 271 || Giải nhì: 016 038 466 438 781 237 || Giải ba: 381 030 343 805 963 601 193 516,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-10-07-2024.html,10/07/2024
792,Thứ 2,08/07/2024,,,,Đặc biệt: 534 467 || Giải nhất: 823 933 435 908 || Giải nhì: 164 365 341 639 313 877 154 || Giải ba: 119 393 970 831 147 384 284 017 784,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-08-07-2024.html,08/07/2024
791,Thứ 6,05/07/2024,,,,Đặc biệt: 769 867 || Giải nhất: 769 564 514 056 || Giải nhì: 509 811 579 438 389 628 || Giải ba: 160 579 691 374 022 137 275 147 341,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-05-07-2024.html,05/07/2024
790,Thứ 4,03/07/2024,,,,Đặc biệt: 571 631 || Giải nhất: 448 203 410 087 || Giải nhì: 107 305 684 073 527 910 242 || Giải ba: 100 353 211 914 769 580 707 114 020,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-03-07-2024.html,03/07/2024
789,Thứ 2,01/07/2024,,,,Đặc biệt: 789 895 || Giải nhất: 015 106 141 652 || Giải nhì: 835 875 379 060 008 619 || Giải ba: 356 450 005 661 814 215 052 904,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-01-07-2024.html,01/07/2024
788,Thứ 6,28/06/2024,,,,Đặc biệt: 398 551 || Giải nhất: 993 519 662 919 || Giải nhì: 051 306 093 380 520 586 || Giải ba: 772 918 867 591 605 314 422 411,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-28-06-2024.html,28/06/2024
787,Thứ 4,26/06/2024,,,,Đặc biệt: 443 532 || Giải nhất: 275 039 977 916 || Giải nhì: 865 078 630 275 723 436 || Giải ba: 117 678 522 424 167 706 372 993 637,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-26-06-2024.html,26/06/2024
786,Thứ 2,24/06/2024,,,,Đặc biệt: 825 663 || Giải nhất: 377 661 355 554 || Giải nhì: 148 851 602 822 619 273 || Giải ba: 113 795 107 599 549 322 921 432 630,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-24-06-2024.html,24/06/2024
785,Thứ 6,21/06/2024,,,,Đặc biệt: 057 188 || Giải nhất: 550 607 554 264 || Giải nhì: 512 904 410 068 248 369 || Giải ba: 858 835 115 459 365 150 855 288,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-21-06-2024.html,21/06/2024
784,Thứ 4,19/06/2024,,,,Đặc biệt: 340 260 || Giải nhất: 597 845 507 434 || Giải nhì: 126 330 387 765 589 366 159 || Giải ba: 123 368 768 090 253 847 892 125 537,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-19-06-2024.html,19/06/2024
783,Thứ 2,17/06/2024,,,,Đặc biệt: 687 382 || Giải nhất: 866 359 553 146 || Giải nhì: 220 772 240 461 740 506 || Giải ba: 104 122 728 603 050 687 347 302 746,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-17-06-2024.html,17/06/2024
782,Thứ 6,14/06/2024,,,,Đặc biệt: 870 689 || Giải nhất: 686 881 543 581 || Giải nhì: 415 870 959 244 994 412 || Giải ba: 140 219 779 161 503 468 577 577 096,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-14-06-2024.html,14/06/2024
781,Thứ 4,12/06/2024,,,,Đặc biệt: 889 812 || Giải nhất: 477 756 072 724 || Giải nhì: 114 493 222 779 827 101 319 || Giải ba: 985 473 706 070 606 321 027 638,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-12-06-2024.html,12/06/2024
780,Thứ 2,10/06/2024,,,,Đặc biệt: 950 472 || Giải nhất: 570 905 705 574 || Giải nhì: 641 086 091 661 139 563 || Giải ba: 158 396 204 591 085 849 862 756 058,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-10-06-2024.html,10/06/2024
779,Thứ 6,07/06/2024,,,,Đặc biệt: 538 391 || Giải nhất: 394 550 409 724 || Giải nhì: 523 112 873 266 912 383 || Giải ba: 140 554 255 635 487 119 165 100 551,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-07-06-2024.html,07/06/2024
778,Thứ 4,05/06/2024,,,,Đặc biệt: 043 147 || Giải nhất: 683 484 064 243 || Giải nhì: 943 773 276 937 358 834 || Giải ba: 108 119 786 691 514 227 207 747 726,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-05-06-2024.html,05/06/2024
777,Thứ 2,03/06/2024,,,,Đặc biệt: 042 881 || Giải nhất: 021 698 050 006 || Giải nhì: 121 151 608 119 514 380 898 || Giải ba: 699 857 626 628 492 995 649 006,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-03-06-2024.html,03/06/2024
776,Thứ 6,31/05/2024,,,,Đặc biệt: 041 146 || Giải nhất: 641 008 928 874 || Giải nhì: 102 067 472 175 755 872 170 || Giải ba: 855 089 098 630 707 286 960 019,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-31-05-2024.html,31/05/2024
775,Thứ 4,29/05/2024,,,,Đặc biệt: 126 368 126 || Giải nhất: 477 410 745 611 || Giải nhì: 098 608 206 528 836 750 || Giải ba: 147 625 520 657 322 617 029 466 470,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-29-05-2024.html,29/05/2024
774,Thứ 2,27/05/2024,,,,Đặc biệt: 896 253 || Giải nhất: 108 211 224 982 519 || Giải nhì: 202 476 782 701 173 530 459 || Giải ba: 142 328 324 172 939 298 073 410 133,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-27-05-2024.html,27/05/2024
773,Thứ 6,24/05/2024,,,,Đặc biệt: 465 479 || Giải nhất: 780 250 206 786 || Giải nhì: 362 233 606 552 222 075 || Giải ba: 209 706 218 094 500 445 480 018,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-24-05-2024.html,24/05/2024
772,Thứ 4,22/05/2024,,,,Đặc biệt: 493 691 || Giải nhất: 066 566 928 691 || Giải nhì: 096 541 183 645 195 093 || Giải ba: 227 411 564 679 472 579 625 802 469,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-22-05-2024.html,22/05/2024
771,Thứ 2,20/05/2024,,,,Đặc biệt: 820 749 || Giải nhất: 174 017 235 707 || Giải nhì: 147 785 789 510 930 123 123 || Giải ba: 110 769 743 308 593 675 056 927 346,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-20-05-2024.html,20/05/2024
770,Thứ 6,17/05/2024,,,,Đặc biệt: 750 193 || Giải nhất: 202 250 007 800 || Giải nhì: 113 499 570 233 548 604 739 || Giải ba: 047 966 682 748 494 549 052 659,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-17-05-2024.html,17/05/2024
769,Thứ 4,15/05/2024,,,,Đặc biệt: 388 887 || Giải nhất: 883 167 854 931 || Giải nhì: 510 133 637 876 075 756 || Giải ba: 193 683 756 800 682 877 807 163,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-15-05-2024.html,15/05/2024
768,Thứ 2,13/05/2024,,,,Đặc biệt: 134 952 || Giải nhất: 752 760 202 164 || Giải nhì: 722 236 943 895 656 260 || Giải ba: 430 510 669 746 607 384 998 972,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-13-05-2024.html,13/05/2024
767,Thứ 6,10/05/2024,,,,Đặc biệt: 119 289 278 || Giải nhất: 890 982 099 204 || Giải nhì: 613 000 618 763 380 830 || Giải ba: 817 484 920 732 842 292 484 733,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-10-05-2024.html,10/05/2024
766,Thứ 4,08/05/2024,,,,Đặc biệt: 687 453 || Giải nhất: 345 933 468 666 || Giải nhì: 446 996 899 426 559 051 || Giải ba: 060 616 667 024 615 821 899 790,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-08-05-2024.html,08/05/2024
765,Thứ 2,06/05/2024,,,,Đặc biệt: 713 446 || Giải nhất: 061 858 288 321 || Giải nhì: 167 529 730 305 585 336 || Giải ba: 124 000 096 578 780 367 233 050 943,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-06-05-2024.html,06/05/2024
764,Thứ 6,03/05/2024,,,,Đặc biệt: 119 793 || Giải nhất: 750 665 323 285 || Giải nhì: 448 247 905 501 588 309 || Giải ba: 364 323 421 386 190 065 594 694,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-03-05-2024.html,03/05/2024
763,Thứ 4,01/05/2024,,,,Đặc biệt: 577 704 || Giải nhất: 380 287 186 594 || Giải nhì: 360 551 407 717 174 332 || Giải ba: 116 334 650 073 456 296 592 819 496,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-01-05-2024.html,01/05/2024
762,Thứ 2,29/04/2024,,,,Đặc biệt: 171 119 || Giải nhất: 882 271 027 078 || Giải nhì: 431 340 087 988 744 204 || Giải ba: 112 476 806 441 918 490 218 865 255,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-29-04-2024.html,29/04/2024
761,Thứ 6,26/04/2024,,,,Đặc biệt: 848 528 || Giải nhất: 158 438 060 879 || Giải nhì: 300 246 826 422 959 300 || Giải ba: 308 523 285 509 686 998 088 266,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-26-04-2024.html,26/04/2024
760,Thứ 4,24/04/2024,,,,Đặc biệt: 200 297 || Giải nhất: 501 387 402 733 || Giải nhì: 043 024 346 578 729 548 || Giải ba: 545 067 608 388 305 726 700 216,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-24-04-2024.html,24/04/2024
759,Thứ 2,22/04/2024,,,,Đặc biệt: 879 319 || Giải nhất: 299 833 926 356 || Giải nhì: 686 270 011 983 076 048 || Giải ba: 190 271 131 766 852 100 760 835 225,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-22-04-2024.html,22/04/2024
758,Thứ 6,19/04/2024,,,,Đặc biệt: 400 736 || Giải nhất: 226 212 454 631 || Giải nhì: 641 669 445 154 183 867 || Giải ba: 484 923 347 270 385 460 322 141,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-19-04-2024.html,19/04/2024
757,Thứ 4,17/04/2024,,,,Đặc biệt: 273 124 || Giải nhất: 317 333 298 812 || Giải nhì: 644 636 420 510 307 709 || Giải ba: 914 571 612 278 441 796 128 234,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-17-04-2024.html,17/04/2024
756,Thứ 2,15/04/2024,,,,Đặc biệt: 157 349 || Giải nhất: 832 311 228 735 || Giải nhì: 111 650 867 963 236 487 513 || Giải ba: 143 300 819 478 882 979 692 611 094,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-15-04-2024.html,15/04/2024
755,Thứ 6,12/04/2024,,,,Đặc biệt: 141 720 217 || Giải nhất: 118 573 379 612 338 || Giải nhì: 264 144 114 025 465 932 || Giải ba: 114 041 665 038 389 067 748 226 557,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-12-04-2024.html,12/04/2024
754,Thứ 4,10/04/2024,,,,Đặc biệt: 577 268 || Giải nhất: 353 360 313 399 || Giải nhì: 669 493 577 671 090 720 || Giải ba: 141 626 240 729 972 531 445 921 216,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-10-04-2024.html,10/04/2024
753,Thứ 2,08/04/2024,,,,Đặc biệt: 356 026 || Giải nhất: 553 466 562 100 || Giải nhì: 206 479 436 998 641 371 || Giải ba: 158 093 484 673 820 117 149 111 888,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-08-04-2024.html,08/04/2024
752,Thứ 6,05/04/2024,,,,Đặc biệt: 677 048 || Giải nhất: 734 538 040 803 || Giải nhì: 493 844 085 850 556 432 || Giải ba: 723 115 538 007 418 992 060 202,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-05-04-2024.html,05/04/2024
751,Thứ 4,03/04/2024,,,,Đặc biệt: 572 807 || Giải nhất: 459 252 285 085 || Giải nhì: 103 507 222 125 363 829 739 || Giải ba: 101 970 130 362 808 599 150 825 070,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-03-04-2024.html,03/04/2024
750,Thứ 2,01/04/2024,,,,Đặc biệt: 572 211 || Giải nhất: 914 900 845 854 || Giải nhì: 346 081 560 199 991 016 || Giải ba: 314 280 317 717 076 340 462 708,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-01-04-2024.html,01/04/2024
749,Thứ 6,29/03/2024,,,,Đặc biệt: 021 859 || Giải nhất: 971 420 088 572 || Giải nhì: 229 450 371 362 973 171 032 || Giải ba: 109 598 290 276 149 661 233 454 367,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-29-03-2024.html,29/03/2024
748,Thứ 4,27/03/2024,,,,Đặc biệt: 887 272 || Giải nhất: 766 046 292 276 || Giải nhì: 140 081 967 302 514 930 || Giải ba: 910 704 797 728 824 866 256 696,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-27-03-2024.html,27/03/2024
747,Thứ 2,25/03/2024,,,,Đặc biệt: 359 924 || Giải nhất: 177 280 851 941 || Giải nhì: 991 273 976 706 691 844 || Giải ba: 163 286 068 691 271 832 407 551 279,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-25-03-2024.html,25/03/2024
746,Thứ 6,22/03/2024,,,,Đặc biệt: 415 783 || Giải nhất: 400 139 075 401 || Giải nhì: 356 791 888 386 669 470 || Giải ba: 124 487 927 277 748 988 993 755 222,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-22-03-2024.html,22/03/2024
745,Thứ 4,20/03/2024,,,,Đặc biệt: 918 551 || Giải nhất: 305 428 862 084 || Giải nhì: 100 801 435 542 662 330 297 || Giải ba: 172 354 827 420 356 463 800 817 390,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-20-03-2024.html,20/03/2024
744,Thứ 2,18/03/2024,,,,Đặc biệt: 189 011 || Giải nhất: 603 177 486 517 || Giải nhì: 130 668 658 020 611 570 735 || Giải ba: 420 685 487 899 650 134 843 785 623,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-18-03-2024.html,18/03/2024
743,Thứ 6,15/03/2024,,,,Đặc biệt: 892 153 || Giải nhất: 632 595 546 990 || Giải nhì: 203 106 021 939 290 799 || Giải ba: 316 355 830 677 528 445 395 593,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-15-03-2024.html,15/03/2024
742,Thứ 4,13/03/2024,,,,Đặc biệt: 376 444 || Giải nhất: 408 533 174 330 || Giải nhì: 629 480 846 856 962 094 || Giải ba: 130 157 568 737 795 556 861 735 136,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-13-03-2024.html,13/03/2024
741,Thứ 2,11/03/2024,,,,Đặc biệt: 323 457 || Giải nhất: 959 237 736 094 || Giải nhì: 108 973 795 165 957 119 556 || Giải ba: 150 673 778 240 358 031 485 159 321,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-11-03-2024.html,11/03/2024
740,Thứ 6,08/03/2024,,,,Đặc biệt: 427 334 || Giải nhất: 312 611 794 805 || Giải nhì: 104 688 304 215 580 455 689 || Giải ba: 103 051 374 615 342 625 004 226,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-08-03-2024.html,08/03/2024
739,Thứ 4,06/03/2024,,,,Đặc biệt: 864 325 || Giải nhất: 846 892 827 091 || Giải nhì: 410 813 413 696 559 076 || Giải ba: 683 906 335 750 079 223 713 663,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-06-03-2024.html,06/03/2024
738,Thứ 2,04/03/2024,,,,Đặc biệt: 264 759 || Giải nhất: 218 074 514 644 603 || Giải nhì: 100 827 698 038 664 671 984 || Giải ba: 143 643 682 615 872 294 979 570 937,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-04-03-2024.html,04/03/2024
737,Thứ 6,01/03/2024,,,,Đặc biệt: 689 686 || Giải nhất: 718 183 323 620 || Giải nhì: 470 429 137 891 924 772 || Giải ba: 934 086 689 052 866 660 096 201,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-01-03-2024.html,01/03/2024
736,Thứ 4,28/02/2024,,,,Đặc biệt: 902 630 || Giải nhất: 294 466 054 310 || Giải nhì: 145 369 975 284 793 269 203 || Giải ba: 104 239 808 782 683 385 271 876 489,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-28-02-2024.html,28/02/2024
735,Thứ 2,26/02/2024,,,,Đặc biệt: 526 275 || Giải nhất: 239 795 406 141 || Giải nhì: 852 566 664 357 413 249 || Giải ba: 113 390 707 766 374 646 342 131 363,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-26-02-2024.html,26/02/2024
734,Thứ 6,23/02/2024,,,,Đặc biệt: 928 870 || Giải nhất: 757 567 541 718 || Giải nhì: 256 167 824 097 400 574 || Giải ba: 088 475 925 599 930 383 970 607,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-23-02-2024.html,23/02/2024
733,Thứ 4,21/02/2024,,,,Đặc biệt: 785 987 || Giải nhất: 989 337 766 569 || Giải nhì: 133 697 885 107 306 134 336 || Giải ba: 133 475 612 410 172 155 093 135 388,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-21-02-2024.html,21/02/2024
732,Thứ 2,19/02/2024,,,,Đặc biệt: 659 370 || Giải nhất: 766 092 622 447 || Giải nhì: 112 535 280 142 421 941 250 || Giải ba: 315 033 799 713 379 832 606 238 425,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-19-02-2024.html,19/02/2024
