Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
532,Thứ 5,13/02/2025,,,,Đặc biệt: 710 862 || Giải nhất: 869 295 138 967 || Giải nhì: 558 958 779 655 436 351 || Giải ba: 765 163 035 196 739 199 809 553,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-13-02-2025.html,13/02/2025
531,Thứ 3,11/02/2025,,,,Đặc biệt: 212 098 || Giải nhất: 976 516 483 961 || Giải nhì: 995 841 282 362 328 810 || Giải ba: 004 955 340 016 134 739 031 644,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-11-02-2025.html,11/02/2025
530,Thứ 7,08/02/2025,,,,Đặc biệt: 834 294 || Giải nhất: 286 444 140 057 || Giải nhì: 484 921 893 301 905 438 || Giải ba: 760 953 701 682 539 707 924 972,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-08-02-2025.html,08/02/2025
529,Thứ 5,06/02/2025,,,,Đặc biệt: 908 757 || Giải nhất: 164 422 087 465 || Giải nhì: 915 659 184 659 284 219 || Giải ba: 989 810 948 029 321 833 166 089,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-06-02-2025.html,06/02/2025
528,Thứ 3,04/02/2025,,,,Đặc biệt: 116 201 || Giải nhất: 690 824 004 663 || Giải nhì: 654 860 107 875 947 292 || Giải ba: 785 422 120 915 415 673 506 546,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-04-02-2025.html,04/02/2025
527,Thứ 7,01/02/2025,,,,Đặc biệt: 818 035 || Giải nhất: 712 280 041 758 || Giải nhì: 714 547 846 958 646 784 || Giải ba: 739 162 264 528 075 837 029 234,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-01-02-2025.html,01/02/2025
526,Thứ 5,30/01/2025,,,,Đặc biệt: 327 950 || Giải nhất: 339 580 217 572 || Giải nhì: 969 983 334 748 830 260 || Giải ba: 273 333 903 942 709 092 593 533,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-30-01-2025.html,30/01/2025
525,Thứ 7,25/01/2025,,,,Đặc biệt: 270 728 || Giải nhất: 752 934 736 899 || Giải nhì: 589 043 080 296 652 509 || Giải ba: 987 672 605 905 590 824 343 575,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-25-01-2025.html,25/01/2025
524,Thứ 5,23/01/2025,,,,Đặc biệt: 645 148 || Giải nhất: 746 483 107 107 || Giải nhì: 339 526 442 345 364 416 || Giải ba: 071 872 716 264 577 701 139 641,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-23-01-2025.html,23/01/2025
523,Thứ 3,21/01/2025,,,,Đặc biệt: 516 099 || Giải nhất: 251 464 707 746 || Giải nhì: 225 346 986 370 680 257 || Giải ba: 065 387 336 396 443 424 102 086,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-01-2025.html,21/01/2025
522,Thứ 7,18/01/2025,,,,Đặc biệt: 076 334 || Giải nhất: 353 298 847 398 || Giải nhì: 224 753 140 084 024 512 || Giải ba: 074 333 091 421 620 382 751 595,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-18-01-2025.html,18/01/2025
521,Thứ 5,16/01/2025,,,,Đặc biệt: 840 936 || Giải nhất: 226 849 057 413 || Giải nhì: 521 511 540 706 220 819 || Giải ba: 045 389 614 155 676 006 564 922,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-16-01-2025.html,16/01/2025
520,Thứ 3,14/01/2025,,,,Đặc biệt: 907 230 || Giải nhất: 634 903 046 925 || Giải nhì: 733 692 806 539 513 629 || Giải ba: 693 943 601 045 096 297 516 484,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-01-2025.html,14/01/2025
519,Thứ 7,11/01/2025,,,,Đặc biệt: 542 402 || Giải nhất: 287 907 179 046 || Giải nhì: 727 052 980 235 815 126 || Giải ba: 791 665 132 650 175 608 907 643,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-11-01-2025.html,11/01/2025
518,Thứ 5,09/01/2025,,,,Đặc biệt: 302 976 || Giải nhất: 535 253 219 697 || Giải nhì: 869 056 748 083 263 505 || Giải ba: 520 910 364 401 470 351 718 437,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-09-01-2025.html,09/01/2025
517,Thứ 3,07/01/2025,,,,Đặc biệt: 859 210 || Giải nhất: 923 109 190 130 || Giải nhì: 814 544 063 599 455 195 || Giải ba: 669 836 102 461 782 625 687 390,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-01-2025.html,07/01/2025
516,Thứ 7,04/01/2025,,,,Đặc biệt: 134 281 || Giải nhất: 415 036 235 797 || Giải nhì: 027 590 806 638 382 804 || Giải ba: 471 236 802 457 507 160 539 220,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-04-01-2025.html,04/01/2025
515,Thứ 5,02/01/2025,,,,Đặc biệt: 706 007 || Giải nhất: 392 768 359 746 || Giải nhì: 959 988 100 826 676 031 || Giải ba: 728 927 424 297 680 422 654 531,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-02-01-2025.html,02/01/2025
514,Thứ 3,31/12/2024,,,,Đặc biệt: 195 590 || Giải nhất: 325 511 295 014 || Giải nhì: 630 056 183 858 337 983 || Giải ba: 523 193 400 103 631 276 472 838,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-31-12-2024.html,31/12/2024
513,Thứ 7,28/12/2024,,,,Đặc biệt: 391 372 || Giải nhất: 217 584 610 530 || Giải nhì: 585 909 619 855 072 653 || Giải ba: 872 183 025 291 629 987 615 700,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-12-2024.html,28/12/2024
512,Thứ 5,26/12/2024,,,,Đặc biệt: 516 813 || Giải nhất: 545 082 259 087 || Giải nhì: 973 571 884 663 624 105 || Giải ba: 408 991 100 790 511 746 172 656,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-12-2024.html,26/12/2024
511,Thứ 3,24/12/2024,,,,Đặc biệt: 026 664 || Giải nhất: 347 291 397 308 || Giải nhì: 805 121 762 043 902 382 || Giải ba: 561 530 065 463 619 013 497 427,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-24-12-2024.html,24/12/2024
510,Thứ 7,21/12/2024,,,,Đặc biệt: 710 664 || Giải nhất: 794 797 317 848 || Giải nhì: 303 211 805 518 755 802 || Giải ba: 448 326 482 136 113 913 880 680,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-12-2024.html,21/12/2024
509,Thứ 5,19/12/2024,,,,Đặc biệt: 595 648 || Giải nhất: 502 355 611 591 || Giải nhì: 965 760 220 746 071 567 || Giải ba: 869 074 976 567 460 600 541 065,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-12-2024.html,19/12/2024
508,Thứ 3,17/12/2024,,,,Đặc biệt: 126 300 || Giải nhất: 301 183 653 092 || Giải nhì: 988 822 227 119 509 053 || Giải ba: 339 367 780 221 213 138 444 172,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-17-12-2024.html,17/12/2024
507,Thứ 7,14/12/2024,,,,Đặc biệt: 569 247 || Giải nhất: 651 376 110 782 || Giải nhì: 236 361 254 362 872 047 || Giải ba: 953 777 795 561 292 614 355 310,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-12-2024.html,14/12/2024
506,Thứ 5,12/12/2024,,,,Đặc biệt: 751 998 || Giải nhất: 721 709 309 630 || Giải nhì: 754 943 369 320 228 609 || Giải ba: 784 980 279 895 815 586 768 300,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-12-2024.html,12/12/2024
505,Thứ 3,10/12/2024,,,,Đặc biệt: 392 182 || Giải nhất: 505 398 086 980 || Giải nhì: 194 326 786 811 508 381 || Giải ba: 891 003 688 266 800 391 373 762,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-10-12-2024.html,10/12/2024
504,Thứ 7,07/12/2024,,,,Đặc biệt: 370 625 || Giải nhất: 088 722 327 884 || Giải nhì: 723 740 010 286 564 834 || Giải ba: 542 588 221 535 203 939 721 943,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-12-2024.html,07/12/2024
503,Thứ 5,05/12/2024,,,,Đặc biệt: 772 936 || Giải nhất: 929 498 091 329 || Giải nhì: 956 751 489 446 405 524 || Giải ba: 940 794 238 550 588 196 734 155,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-12-2024.html,05/12/2024
502,Thứ 3,03/12/2024,,,,Đặc biệt: 453 671 || Giải nhất: 137 550 537 159 || Giải nhì: 710 068 447 764 540 126 || Giải ba: 660 178 946 504 735 779 484 165,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-03-12-2024.html,03/12/2024
501,Thứ 7,30/11/2024,,,,Đặc biệt: 738 059 || Giải nhất: 829 035 425 927 || Giải nhì: 527 195 363 291 058 329 || Giải ba: 793 716 674 225 604 757 186 478,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-30-11-2024.html,30/11/2024
500,Thứ 5,28/11/2024,,,,Đặc biệt: 149 003 || Giải nhất: 461 438 877 485 || Giải nhì: 603 453 065 955 853 449 || Giải ba: 698 248 665 169 603 654 481 687,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-11-2024.html,28/11/2024
499,Thứ 3,26/11/2024,,,,Đặc biệt: 246 636 || Giải nhất: 411 118 210 721 || Giải nhì: 020 826 526 474 184 724 || Giải ba: 379 144 938 369 588 289 630 871,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-11-2024.html,26/11/2024
498,Thứ 7,23/11/2024,,,,Đặc biệt: 271 760 || Giải nhất: 898 618 920 408 || Giải nhì: 812 220 291 878 397 366 || Giải ba: 720 797 102 492 986 237 587 817,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-23-11-2024.html,23/11/2024
497,Thứ 5,21/11/2024,,,,Đặc biệt: 276 232 || Giải nhất: 622 658 804 892 || Giải nhì: 906 857 361 338 376 731 || Giải ba: 731 084 104 159 895 737 200 320,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-11-2024.html,21/11/2024
496,Thứ 3,19/11/2024,,,,Đặc biệt: 791 572 || Giải nhất: 829 940 170 641 || Giải nhì: 711 779 951 653 892 345 || Giải ba: 834 896 498 275 495 250 031 284,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-11-2024.html,19/11/2024
495,Thứ 7,16/11/2024,,,,Đặc biệt: 550 029 || Giải nhất: 661 206 311 954 || Giải nhì: 792 995 128 631 348 158 || Giải ba: 454 985 750 188 136 605 641 796,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-16-11-2024.html,16/11/2024
494,Thứ 5,14/11/2024,,,,Đặc biệt: 533 153 || Giải nhất: 372 563 161 490 || Giải nhì: 423 054 843 946 616 862 || Giải ba: 501 152 071 775 268 137 505 189,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-11-2024.html,14/11/2024
493,Thứ 3,12/11/2024,,,,Đặc biệt: 872 884 || Giải nhất: 312 603 158 371 || Giải nhì: 406 834 311 668 393 194 || Giải ba: 068 509 171 510 762 364 806 817,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-11-2024.html,12/11/2024
492,Thứ 7,09/11/2024,,,,Đặc biệt: 152 135 || Giải nhất: 151 885 853 751 || Giải nhì: 943 102 231 323 626 450 || Giải ba: 613 702 449 024 289 746 884 432,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-09-11-2024.html,09/11/2024
491,Thứ 5,07/11/2024,,,,Đặc biệt: 660 347 || Giải nhất: 056 799 637 343 || Giải nhì: 321 389 382 190 447 544 || Giải ba: 223 560 438 048 238 912 656 469,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-11-2024.html,07/11/2024
490,Thứ 3,05/11/2024,,,,Đặc biệt: 478 067 || Giải nhất: 100 896 633 383 || Giải nhì: 487 251 351 687 154 048 || Giải ba: 324 494 739 784 526 253 726 891,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-11-2024.html,05/11/2024
489,Thứ 7,02/11/2024,,,,Đặc biệt: 722 050 || Giải nhất: 941 841 813 505 || Giải nhì: 010 013 152 543 940 023 || Giải ba: 556 912 385 213 355 671 340 559,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-02-11-2024.html,02/11/2024
488,Thứ 5,31/10/2024,,,,Đặc biệt: 889 591 || Giải nhất: 089 351 540 845 || Giải nhì: 842 969 286 956 192 020 || Giải ba: 584 485 217 664 542 572 294 173,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-31-10-2024.html,31/10/2024
487,Thứ 3,29/10/2024,,,,Đặc biệt: 448 248 || Giải nhất: 569 330 078 285 || Giải nhì: 509 507 839 818 097 251 || Giải ba: 699 755 351 950 107 425 761 510,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-29-10-2024.html,29/10/2024
486,Thứ 7,26/10/2024,,,,Đặc biệt: 919 274 || Giải nhất: 955 377 987 890 || Giải nhì: 727 908 543 008 262 755 || Giải ba: 796 817 897 869 722 141 153 517,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-10-2024.html,26/10/2024
485,Thứ 5,24/10/2024,,,,Đặc biệt: 253 733 || Giải nhất: 869 209 269 481 || Giải nhì: 170 062 248 247 703 856 || Giải ba: 209 939 324 555 187 658 399 584,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-24-10-2024.html,24/10/2024
484,Thứ 3,22/10/2024,,,,Đặc biệt: 382 030 || Giải nhất: 869 235 161 618 || Giải nhì: 584 711 406 493 867 851 || Giải ba: 803 632 959 105 891 081 321 436,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-22-10-2024.html,22/10/2024
483,Thứ 7,19/10/2024,,,,Đặc biệt: 042 988 || Giải nhất: 980 460 276 107 || Giải nhì: 694 389 043 608 225 124 || Giải ba: 991 172 366 565 319 831 927 872,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-10-2024.html,19/10/2024
482,Thứ 5,17/10/2024,,,,Đặc biệt: 186 547 || Giải nhất: 624 559 882 907 || Giải nhì: 635 521 899 547 041 524 || Giải ba: 628 749 983 420 190 191 212 435,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-17-10-2024.html,17/10/2024
481,Thứ 3,15/10/2024,,,,Đặc biệt: 043 209 || Giải nhất: 642 509 586 754 || Giải nhì: 901 906 576 880 052 322 || Giải ba: 814 615 113 472 591 623 582 978,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-15-10-2024.html,15/10/2024
480,Thứ 7,12/10/2024,,,,Đặc biệt: 495 620 || Giải nhất: 776 927 136 364 || Giải nhì: 697 024 609 885 198 398 || Giải ba: 512 429 427 008 816 725 419 840,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-10-2024.html,12/10/2024
479,Thứ 5,10/10/2024,,,,Đặc biệt: 747 623 || Giải nhất: 080 636 227 484 || Giải nhì: 301 558 771 780 328 191 || Giải ba: 668 221 428 298 740 281 275 598,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-10-10-2024.html,10/10/2024
478,Thứ 3,08/10/2024,,,,Đặc biệt: 344 502 || Giải nhất: 232 221 962 050 || Giải nhì: 824 395 171 883 010 012 || Giải ba: 191 828 290 864 385 181 535 171,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-08-10-2024.html,08/10/2024
477,Thứ 7,05/10/2024,,,,Đặc biệt: 780 203 || Giải nhất: 390 469 488 211 || Giải nhì: 159 920 064 097 690 402 || Giải ba: 533 003 217 148 804 176 308 916,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-10-2024.html,05/10/2024
476,Thứ 5,03/10/2024,,,,Đặc biệt: 039 535 || Giải nhất: 839 092 733 923 || Giải nhì: 739 436 776 402 603 883 || Giải ba: 395 466 793 350 241 633 895 100,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-03-10-2024.html,03/10/2024
475,Thứ 3,01/10/2024,,,,Đặc biệt: 367 383 || Giải nhất: 640 705 929 702 || Giải nhì: 542 773 874 452 835 401 || Giải ba: 961 685 255 756 199 225 298 719,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-01-10-2024.html,01/10/2024
474,Thứ 7,28/09/2024,,,,Đặc biệt: 719 739 || Giải nhất: 472 753 896 024 || Giải nhì: 097 244 263 048 309 484 || Giải ba: 280 685 391 039 477 992 651 786,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-09-2024.html,28/09/2024
473,Thứ 5,26/09/2024,,,,Đặc biệt: 260 953 || Giải nhất: 679 853 962 744 || Giải nhì: 776 235 359 409 005 679 || Giải ba: 103 791 726 024 374 107 115 230,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-09-2024.html,26/09/2024
472,Thứ 3,24/09/2024,,,,Đặc biệt: 327 890 || Giải nhất: 292 666 112 497 || Giải nhì: 322 241 180 638 255 069 || Giải ba: 927 604 970 193 089 050 817 453,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-24-09-2024.html,24/09/2024
471,Thứ 7,21/09/2024,,,,Đặc biệt: 039 474 || Giải nhất: 985 823 426 988 || Giải nhì: 080 748 677 614 853 448 || Giải ba: 386 119 368 379 750 284 606 115,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-09-2024.html,21/09/2024
470,Thứ 5,19/09/2024,,,,Đặc biệt: 387 344 || Giải nhất: 498 646 874 908 || Giải nhì: 000 899 520 579 366 040 || Giải ba: 089 584 084 041 826 120 246 604,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-09-2024.html,19/09/2024
469,Thứ 3,17/09/2024,,,,Đặc biệt: 849 218 || Giải nhất: 725 690 089 435 || Giải nhì: 394 335 158 326 064 337 || Giải ba: 042 251 378 963 728 008 999 994,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-17-09-2024.html,17/09/2024
468,Thứ 7,14/09/2024,,,,Đặc biệt: 310 884 || Giải nhất: 735 926 135 528 || Giải nhì: 235 487 648 076 320 061 || Giải ba: 702 087 344 736 687 394 179 313,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-09-2024.html,14/09/2024
467,Thứ 5,12/09/2024,,,,Đặc biệt: 258 728 || Giải nhất: 565 283 069 066 || Giải nhì: 119 203 366 480 686 689 || Giải ba: 183 160 063 249 701 579 831 750,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-09-2024.html,12/09/2024
466,Thứ 3,10/09/2024,,,,Đặc biệt: 745 263 || Giải nhất: 788 044 044 654 || Giải nhì: 823 791 160 125 965 208 || Giải ba: 971 432 215 550 834 662 018 571,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-10-09-2024.html,10/09/2024
465,Thứ 7,07/09/2024,,,,Đặc biệt: 558 082 || Giải nhất: 706 380 930 497 || Giải nhì: 249 224 944 476 295 659 || Giải ba: 564 298 422 038 917 152 420 221,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-09-2024.html,07/09/2024
464,Thứ 5,05/09/2024,,,,Đặc biệt: 014 334 || Giải nhất: 415 922 463 359 || Giải nhì: 075 960 611 568 981 477 || Giải ba: 598 470 300 169 519 911 989 877,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-09-2024.html,05/09/2024
463,Thứ 3,03/09/2024,,,,Đặc biệt: 637 847 || Giải nhất: 626 591 794 442 || Giải nhì: 182 952 341 922 061 711 || Giải ba: 194 245 348 848 803 396 567 697,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-03-09-2024.html,03/09/2024
462,Thứ 7,31/08/2024,,,,Đặc biệt: 231 326 || Giải nhất: 654 708 142 033 || Giải nhì: 346 652 269 087 683 911 || Giải ba: 584 421 844 154 488 976 477 859,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-31-08-2024.html,31/08/2024
461,Thứ 5,29/08/2024,,,,Đặc biệt: 005 199 || Giải nhất: 177 715 016 548 || Giải nhì: 751 362 126 129 721 151 || Giải ba: 822 516 034 962 433 970 856 653,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-29-08-2024.html,29/08/2024
460,Thứ 3,27/08/2024,,,,Đặc biệt: 326 325 || Giải nhất: 941 190 641 611 || Giải nhì: 552 601 392 192 027 098 || Giải ba: 078 810 341 628 637 852 443 207,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-27-08-2024.html,27/08/2024
459,Thứ 7,24/08/2024,,,,Đặc biệt: 996 530 || Giải nhất: 655 218 544 951 || Giải nhì: 854 573 405 308 077 939 || Giải ba: 376 041 486 709 019 260 411 911,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-24-08-2024.html,24/08/2024
458,Thứ 5,22/08/2024,,,,Đặc biệt: 245 861 || Giải nhất: 244 501 085 290 || Giải nhì: 011 354 585 678 074 985 || Giải ba: 037 925 315 552 758 674 690 146,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-22-08-2024.html,22/08/2024
457,Thứ 3,20/08/2024,,,,Đặc biệt: 439 870 || Giải nhất: 343 562 673 395 || Giải nhì: 087 113 098 778 936 512 || Giải ba: 359 596 767 483 218 652 701 958,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-20-08-2024.html,20/08/2024
456,Thứ 7,17/08/2024,,,,Đặc biệt: 762 867 || Giải nhất: 895 024 500 003 || Giải nhì: 210 264 211 609 576 482 || Giải ba: 726 239 237 439 993 436 176 525,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-17-08-2024.html,17/08/2024
455,Thứ 5,15/08/2024,,,,Đặc biệt: 255 013 || Giải nhất: 555 992 341 506 || Giải nhì: 052 189 222 180 727 792 || Giải ba: 450 769 676 417 558 779 677 109,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-15-08-2024.html,15/08/2024
454,Thứ 3,13/08/2024,,,,Đặc biệt: 136 708 || Giải nhất: 544 815 531 456 || Giải nhì: 460 286 361 503 134 101 || Giải ba: 271 921 125 989 236 500 992 386,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-13-08-2024.html,13/08/2024
453,Thứ 7,10/08/2024,,,,Đặc biệt: 007 567 || Giải nhất: 531 834 394 993 || Giải nhì: 881 920 233 182 313 118 || Giải ba: 067 763 644 392 435 037 654 047,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-10-08-2024.html,10/08/2024
452,Thứ 5,08/08/2024,,,,Đặc biệt: 209 109 || Giải nhất: 812 437 932 928 || Giải nhì: 492 926 855 518 243 332 || Giải ba: 737 162 608 255 616 564 139 550,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-08-08-2024.html,08/08/2024
451,Thứ 3,06/08/2024,,,,Đặc biệt: 484 688 || Giải nhất: 672 997 514 976 || Giải nhì: 814 689 484 731 467 824 || Giải ba: 135 198 577 280 703 144 105 961,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-06-08-2024.html,06/08/2024
450,Thứ 7,03/08/2024,,,,Đặc biệt: 301 981 || Giải nhất: 537 758 961 531 || Giải nhì: 846 773 794 782 671 825 || Giải ba: 783 605 781 853 841 879 746 570,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-03-08-2024.html,03/08/2024
449,Thứ 5,01/08/2024,,,,Đặc biệt: 718 065 || Giải nhất: 335 640 053 097 || Giải nhì: 674 819 061 544 639 364 || Giải ba: 675 573 345 802 559 666 328 074,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-01-08-2024.html,01/08/2024
448,Thứ 3,30/07/2024,,,,Đặc biệt: 791 867 || Giải nhất: 463 597 089 555 || Giải nhì: 515 996 380 553 476 519 || Giải ba: 586 813 052 606 344 515 152 714,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-30-07-2024.html,30/07/2024
447,Thứ 7,27/07/2024,,,,Đặc biệt: 750 104 || Giải nhất: 280 829 086 226 || Giải nhì: 447 743 942 493 593 084 || Giải ba: 754 768 009 206 114 393 280 164,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-27-07-2024.html,27/07/2024
446,Thứ 5,25/07/2024,,,,Đặc biệt: 199 990 || Giải nhất: 278 401 828 969 || Giải nhì: 118 655 991 307 207 896 || Giải ba: 215 860 548 832 503 365 904 205,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-25-07-2024.html,25/07/2024
