Ky,Ngay,Time,Main,Special,DisplayLines,Label,SourceUrl,SourceDate
1130,06/12/2023,,"18,19,20,29,41,42",,18 19 20 29 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-12-2023.html,06/12/2023
1129,03/12/2023,,"12,14,16,21,29,32",,12 14 16 21 29 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-12-2023.html,03/12/2023
1128,01/12/2023,,"5,10,14,21,27,32",,05 10 14 21 27 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-12-2023.html,01/12/2023
1127,29/11/2023,,"9,22,24,32,38,39",,09 22 24 32 38 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-11-2023.html,29/11/2023
1126,26/11/2023,,"4,6,15,23,25,36",,04 06 15 23 25 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-11-2023.html,26/11/2023
1125,24/11/2023,,"5,18,22,34,41,45",,05 18 22 34 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-11-2023.html,24/11/2023
1124,22/11/2023,,"15,18,20,23,37,39",,15 18 20 23 37 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-11-2023.html,22/11/2023
1123,19/11/2023,,"1,3,19,20,26,34",,01 03 19 20 26 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-11-2023.html,19/11/2023
1122,17/11/2023,,"16,20,25,26,36,41",,16 20 25 26 36 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-11-2023.html,17/11/2023
1121,15/11/2023,,"2,3,12,16,30,37",,02 03 12 16 30 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-11-2023.html,15/11/2023
1120,12/11/2023,,"2,4,10,15,27,31",,02 04 10 15 27 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-11-2023.html,12/11/2023
1119,10/11/2023,,"1,4,10,13,14,44",,01 04 10 13 14 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-11-2023.html,10/11/2023
1118,08/11/2023,,"7,20,23,27,31,33",,07 20 23 27 31 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-11-2023.html,08/11/2023
1117,05/11/2023,,"1,13,16,18,23,25",,01 13 16 18 23 25,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-11-2023.html,05/11/2023
1116,03/11/2023,,"2,7,9,13,22,38",,02 07 09 13 22 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-11-2023.html,03/11/2023
1115,01/11/2023,,"1,3,15,16,23,28",,01 03 15 16 23 28,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-11-2023.html,01/11/2023
1114,29/10/2023,,"5,7,15,21,32,45",,05 07 15 21 32 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-10-2023.html,29/10/2023
1113,27/10/2023,,"7,10,14,21,26,37",,07 10 14 21 26 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-10-2023.html,27/10/2023
1112,25/10/2023,,"4,6,13,25,31,41",,04 06 13 25 31 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-10-2023.html,25/10/2023
1111,22/10/2023,,"10,13,14,19,35,40",,10 13 14 19 35 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-10-2023.html,22/10/2023
1110,20/10/2023,,"4,16,21,24,26,37",,04 16 21 24 26 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-10-2023.html,20/10/2023
1109,18/10/2023,,"2,7,18,20,24,29",,02 07 18 20 24 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-10-2023.html,18/10/2023
1108,15/10/2023,,"4,5,9,27,34,39",,04 05 09 27 34 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-10-2023.html,15/10/2023
1107,13/10/2023,,"1,11,16,39,40,45",,01 11 16 39 40 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-10-2023.html,13/10/2023
1106,11/10/2023,,"5,10,30,40,44,45",,05 10 30 40 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-10-2023.html,11/10/2023
1105,08/10/2023,,"4,16,22,28,33,39",,04 16 22 28 33 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-10-2023.html,08/10/2023
1104,06/10/2023,,"18,19,24,28,33,40",,18 19 24 28 33 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-10-2023.html,06/10/2023
1103,04/10/2023,,"7,17,21,32,40,45",,07 17 21 32 40 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-10-2023.html,04/10/2023
1102,01/10/2023,,"2,11,13,16,41,43",,02 11 13 16 41 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-10-2023.html,01/10/2023
1101,29/09/2023,,"2,8,24,27,30,43",,02 08 24 27 30 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-09-2023.html,29/09/2023
1100,27/09/2023,,"3,12,22,30,37,39",,03 12 22 30 37 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-09-2023.html,27/09/2023
1099,24/09/2023,,"4,8,23,27,30,36",,04 08 23 27 30 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-09-2023.html,24/09/2023
1098,22/09/2023,,"2,16,17,18,20,23",,02 16 17 18 20 23,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-09-2023.html,22/09/2023
1097,20/09/2023,,"3,6,20,39,40,41",,03 06 20 39 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-09-2023.html,20/09/2023
1096,17/09/2023,,"6,10,15,36,39,43",,06 10 15 36 39 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-09-2023.html,17/09/2023
1095,15/09/2023,,"2,3,5,7,10,38",,02 03 05 07 10 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-09-2023.html,15/09/2023
1094,13/09/2023,,"2,4,7,9,12,13",,02 04 07 09 12 13,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-09-2023.html,13/09/2023
1093,10/09/2023,,"4,5,10,18,27,40",,04 05 10 18 27 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-09-2023.html,10/09/2023
1092,08/09/2023,,"6,8,14,29,39,42",,06 08 14 29 39 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-09-2023.html,08/09/2023
1091,06/09/2023,,"3,4,12,18,19,29",,03 04 12 18 19 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-09-2023.html,06/09/2023
1090,03/09/2023,,"1,33,38,39,44,45",,01 33 38 39 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-09-2023.html,03/09/2023
1089,01/09/2023,,"9,14,16,19,28,41",,09 14 16 19 28 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-09-2023.html,01/09/2023
1088,30/08/2023,,"13,17,20,28,30,33",,13 17 20 28 30 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-08-2023.html,30/08/2023
1087,27/08/2023,,"24,27,30,37,44,45",,24 27 30 37 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-08-2023.html,27/08/2023
1086,25/08/2023,,"8,18,30,32,38,45",,08 18 30 32 38 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-08-2023.html,25/08/2023
1085,23/08/2023,,"5,14,18,19,29,31",,05 14 18 19 29 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-08-2023.html,23/08/2023
1084,20/08/2023,,"7,8,22,23,30,42",,07 08 22 23 30 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-08-2023.html,20/08/2023
1083,18/08/2023,,"12,19,21,22,34,38",,12 19 21 22 34 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-08-2023.html,18/08/2023
1082,16/08/2023,,"5,7,25,31,39,41",,05 07 25 31 39 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-08-2023.html,16/08/2023
1081,13/08/2023,,"9,15,23,33,35,40",,09 15 23 33 35 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-08-2023.html,13/08/2023
1080,11/08/2023,,"16,21,26,29,30,45",,16 21 26 29 30 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-08-2023.html,11/08/2023
1079,09/08/2023,,"18,22,30,31,39,41",,18 22 30 31 39 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-08-2023.html,09/08/2023
1078,06/08/2023,,"4,15,19,25,30,38",,04 15 19 25 30 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-08-2023.html,06/08/2023
1077,04/08/2023,,"2,12,22,38,41,44",,02 12 22 38 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-08-2023.html,04/08/2023
1076,02/08/2023,,"4,21,27,38,39,44",,04 21 27 38 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-08-2023.html,02/08/2023
1075,30/07/2023,,"3,17,23,33,42,45",,03 17 23 33 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-07-2023.html,30/07/2023
1074,28/07/2023,,"7,27,28,30,31,35",,07 27 28 30 31 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-07-2023.html,28/07/2023
1073,26/07/2023,,"4,13,18,21,29,37",,04 13 18 21 29 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-07-2023.html,26/07/2023
1072,23/07/2023,,"14,17,23,32,33,43",,14 17 23 32 33 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-07-2023.html,23/07/2023
1071,21/07/2023,,"9,20,31,33,36,45",,09 20 31 33 36 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-07-2023.html,21/07/2023
1070,19/07/2023,,"6,10,19,37,43,45",,06 10 19 37 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-07-2023.html,19/07/2023
1069,16/07/2023,,"1,7,16,18,21,29",,01 07 16 18 21 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-07-2023.html,16/07/2023
1068,14/07/2023,,"4,5,13,19,27,37",,04 05 13 19 27 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-07-2023.html,14/07/2023
1067,12/07/2023,,"19,24,27,31,33,43",,19 24 27 31 33 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-07-2023.html,12/07/2023
1066,09/07/2023,,"14,16,27,28,33,41",,14 16 27 28 33 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-07-2023.html,09/07/2023
1065,07/07/2023,,"5,9,12,20,37,42",,05 09 12 20 37 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-07-2023.html,07/07/2023
1064,05/07/2023,,"1,12,24,27,36,44",,01 12 24 27 36 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-07-2023.html,05/07/2023
1063,02/07/2023,,"3,5,8,17,37,41",,03 05 08 17 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-07-2023.html,02/07/2023
1062,30/06/2023,,"2,5,20,23,31,38",,02 05 20 23 31 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-06-2023.html,30/06/2023
1061,28/06/2023,,"4,8,24,31,42,45",,04 08 24 31 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-06-2023.html,28/06/2023
1060,25/06/2023,,"4,6,7,25,26,30",,04 06 07 25 26 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-06-2023.html,25/06/2023
1059,23/06/2023,,"10,14,15,20,24,45",,10 14 15 20 24 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-06-2023.html,23/06/2023
1058,21/06/2023,,"7,13,19,35,37,38",,07 13 19 35 37 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-06-2023.html,21/06/2023
1057,18/06/2023,,"3,4,8,18,21,33",,03 04 08 18 21 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-06-2023.html,18/06/2023
1056,16/06/2023,,"24,26,32,37,38,41",,24 26 32 37 38 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-06-2023.html,16/06/2023
1055,14/06/2023,,"2,28,31,37,41,44",,02 28 31 37 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-06-2023.html,14/06/2023
1054,11/06/2023,,"5,18,22,40,41,44",,05 18 22 40 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-06-2023.html,11/06/2023
1053,09/06/2023,,"15,16,23,25,40,41",,15 16 23 25 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-06-2023.html,09/06/2023
1052,07/06/2023,,"1,7,14,16,34,44",,01 07 14 16 34 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-06-2023.html,07/06/2023
1051,04/06/2023,,"3,15,19,35,36,43",,03 15 19 35 36 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-06-2023.html,04/06/2023
1050,02/06/2023,,"3,11,14,19,21,43",,03 11 14 19 21 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-06-2023.html,02/06/2023
1049,31/05/2023,,"4,9,10,22,41,44",,04 09 10 22 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-05-2023.html,31/05/2023
1048,28/05/2023,,"6,13,19,20,37,44",,06 13 19 20 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-05-2023.html,28/05/2023
1047,26/05/2023,,"8,10,19,25,35,44",,08 10 19 25 35 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-05-2023.html,26/05/2023
1046,24/05/2023,,"9,11,15,28,33,44",,09 11 15 28 33 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-05-2023.html,24/05/2023
1045,21/05/2023,,"8,10,17,19,24,41",,08 10 17 19 24 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-05-2023.html,21/05/2023
1044,19/05/2023,,"3,9,10,27,35,38",,03 09 10 27 35 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-05-2023.html,19/05/2023
1043,17/05/2023,,"2,6,13,20,28,44",,02 06 13 20 28 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-05-2023.html,17/05/2023
1042,14/05/2023,,"7,8,13,37,42,44",,07 08 13 37 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-05-2023.html,14/05/2023
1041,12/05/2023,,"2,6,8,9,15,27",,02 06 08 09 15 27,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-05-2023.html,12/05/2023
1040,10/05/2023,,"7,8,9,13,15,27",,07 08 09 13 15 27,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-05-2023.html,10/05/2023
1039,07/05/2023,,"4,30,31,33,35,45",,04 30 31 33 35 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-05-2023.html,07/05/2023
1038,05/05/2023,,"22,28,31,35,36,38",,22 28 31 35 36 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-05-2023.html,05/05/2023
1037,03/05/2023,,"18,23,28,29,39,44",,18 23 28 29 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-05-2023.html,03/05/2023
1036,30/04/2023,,"7,9,23,24,33,36",,07 09 23 24 33 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-04-2023.html,30/04/2023
1035,28/04/2023,,"5,11,25,33,42,44",,05 11 25 33 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-04-2023.html,28/04/2023
1034,26/04/2023,,"1,4,7,9,34,37",,01 04 07 09 34 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-04-2023.html,26/04/2023
1033,23/04/2023,,"1,2,22,30,37,42",,01 02 22 30 37 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-04-2023.html,23/04/2023
1032,21/04/2023,,"2,4,7,10,20,44",,02 04 07 10 20 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-04-2023.html,21/04/2023
1031,19/04/2023,,"10,27,37,40,42,43",,10 27 37 40 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-04-2023.html,19/04/2023
1030,16/04/2023,,"8,17,20,25,33,36",,08 17 20 25 33 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-04-2023.html,16/04/2023
1029,14/04/2023,,"8,16,23,27,32,41",,08 16 23 27 32 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-04-2023.html,14/04/2023
1028,12/04/2023,,"4,7,27,28,32,43",,04 07 27 28 32 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-04-2023.html,12/04/2023
1027,09/04/2023,,"12,15,25,30,34,39",,12 15 25 30 34 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-04-2023.html,09/04/2023
1026,07/04/2023,,"9,14,22,29,39,41",,09 14 22 29 39 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-04-2023.html,07/04/2023
1025,05/04/2023,,"4,8,12,15,19,43",,04 08 12 15 19 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-04-2023.html,05/04/2023
1024,02/04/2023,,"2,24,36,38,42,43",,02 24 36 38 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-04-2023.html,02/04/2023
1023,31/03/2023,,"1,9,10,15,30,42",,01 09 10 15 30 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-03-2023.html,31/03/2023
1022,29/03/2023,,"3,6,12,28,29,43",,03 06 12 28 29 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-03-2023.html,29/03/2023
1021,26/03/2023,,"6,16,18,25,34,45",,06 16 18 25 34 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-03-2023.html,26/03/2023
1020,24/03/2023,,"6,14,15,18,24,41",,06 14 15 18 24 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-03-2023.html,24/03/2023
1019,22/03/2023,,"5,8,10,15,17,41",,05 08 10 15 17 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-03-2023.html,22/03/2023
1018,19/03/2023,,"2,7,10,21,28,35",,02 07 10 21 28 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-03-2023.html,19/03/2023
1017,17/03/2023,,"5,7,12,22,26,33",,05 07 12 22 26 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-03-2023.html,17/03/2023
1016,15/03/2023,,"11,19,23,28,34,35",,11 19 23 28 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-03-2023.html,15/03/2023
1015,12/03/2023,,"10,28,29,31,33,37",,10 28 29 31 33 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-03-2023.html,12/03/2023
1014,10/03/2023,,"3,5,13,22,36,44",,03 05 13 22 36 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-03-2023.html,10/03/2023
1013,08/03/2023,,"10,13,22,25,28,36",,10 13 22 25 28 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-03-2023.html,08/03/2023
1012,05/03/2023,,"9,11,24,31,36,44",,09 11 24 31 36 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-03-2023.html,05/03/2023
1011,03/03/2023,,"10,22,26,27,33,43",,10 22 26 27 33 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-03-2023.html,03/03/2023
1010,01/03/2023,,"13,14,29,33,38,43",,13 14 29 33 38 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-03-2023.html,01/03/2023
1009,26/02/2023,,"4,9,16,26,28,42",,04 09 16 26 28 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-02-2023.html,26/02/2023
1008,24/02/2023,,"1,10,16,22,35,44",,01 10 16 22 35 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-02-2023.html,24/02/2023
1007,22/02/2023,,"8,16,22,23,28,38",,08 16 22 23 28 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-02-2023.html,22/02/2023
1006,19/02/2023,,"2,20,22,28,29,38",,02 20 22 28 29 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-02-2023.html,19/02/2023
1005,17/02/2023,,"1,5,10,13,23,25",,01 05 10 13 23 25,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-02-2023.html,17/02/2023
1004,15/02/2023,,"1,2,8,20,24,31",,01 02 08 20 24 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-02-2023.html,15/02/2023
1003,12/02/2023,,"3,5,11,23,24,42",,03 05 11 23 24 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-02-2023.html,12/02/2023
1002,10/02/2023,,"1,11,23,27,33,39",,01 11 23 27 33 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-02-2023.html,10/02/2023
1001,08/02/2023,,"6,18,20,22,26,34",,06 18 20 22 26 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-02-2023.html,08/02/2023
1000,05/02/2023,,"13,15,23,29,31,34",,13 15 23 29 31 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-02-2023.html,05/02/2023
999,03/02/2023,,"4,11,16,30,33,43",,04 11 16 30 33 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-02-2023.html,03/02/2023
998,01/02/2023,,"16,21,27,29,34,44",,16 21 27 29 34 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-02-2023.html,01/02/2023
997,29/01/2023,,"5,21,26,27,32,33",,05 21 26 27 32 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-01-2023.html,29/01/2023
996,27/01/2023,,"10,13,21,29,41,43",,10 13 21 29 41 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-01-2023.html,27/01/2023
995,25/01/2023,,"12,14,18,22,28,31",,12 14 18 22 28 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-01-2023.html,25/01/2023
994,20/01/2023,,"3,7,13,29,32,44",,03 07 13 29 32 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-01-2023.html,20/01/2023
993,15/01/2023,,"8,9,15,21,26,45",,08 09 15 21 26 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-01-2023.html,15/01/2023
992,13/01/2023,,"3,11,14,20,26,42",,03 11 14 20 26 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-01-2023.html,13/01/2023
991,11/01/2023,,"1,18,22,33,34,43",,01 18 22 33 34 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-01-2023.html,11/01/2023
990,08/01/2023,,"11,29,32,39,40,43",,11 29 32 39 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-01-2023.html,08/01/2023
989,06/01/2023,,"2,7,16,25,35,38",,02 07 16 25 35 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-01-2023.html,06/01/2023
988,04/01/2023,,"3,5,7,37,39,42",,03 05 07 37 39 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-01-2023.html,04/01/2023
987,01/01/2023,,"16,20,26,30,32,40",,16 20 26 30 32 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-01-2023.html,01/01/2023
986,30/12/2022,,"3,24,31,35,39,42",,03 24 31 35 39 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-12-2022.html,30/12/2022
